DISTRICT,DIST_ENGLISH,TEHSIL,TEHSIL_ENG,RI,RI_ENG,HALKA,HALKA_ENG,VILLAGE,VILLAGE_ENG,BHUCODE_LR,VILLAGECODE_LGD,DATA_AVAILABLE_SINCE,MAP_AVAILABLE,ULB_NAME,VILLAGE_TYPE,IS_KHASRA_AVAILABLE,KHASRA_COUNT,TOTAL_AREA_KHASRA,MAP_PARCEL_COUNT,TOTAL_AREA_MAP,AABAADI_SURVEY
33-??????,Jabalpur,05-?????,Majholi,02-????,,00081-????,,219-????,Dundi,3.30502E+13,489373,2007-2008,Y,????? ??????,?????? ?????,Y,1172,539.96,1120,,N
33-??????,Jabalpur,05-?????,Majholi,02-????,,00081-????,,220-?????,Majauli,3.30502E+13,489372,2007-2008,Y,????? ??????,?????? ?????,Y,409,227.47,317,,N
33-??????,Jabalpur,05-?????,Majholi,02-????,,00082-????,,221-????,Chhapra,3.30502E+13,489379,2007-2008,Y,????? ??????,?????? ?????,Y,1166,599.99,1200,,N
33-??????,Jabalpur,05-?????,Majholi,02-????,,00083-?????,,222-?????,Paharuwa,3.30502E+13,489378,2007-2008,Y,????? ??????,?????? ?????,Y,1037,298.68,953,,N
33-??????,Jabalpur,05-?????,Majholi,02-????,,00084-???,,223-????,Madai,3.30502E+13,489377,2007-2008,Y,????? ??????,?????? ?????,Y,1732,596.11,1947,,N
33-??????,Jabalpur,05-?????,Majholi,02-????,,00085-??????,,224-???????,Badkhera,3.30502E+13,489376,2007-2008,Y,????? ??????,?????? ?????,Y,926,340.73,851,,N
33-??????,Jabalpur,05-?????,Majholi,02-????,,00085-??????,,225-????,Itawa,3.30502E+13,489375,2007-2008,Y,????? ??????,?????? ?????,Y,272,57.8,280,,N
33-??????,Jabalpur,06-??????,Shahpura,01-???????????,,00001-??????,,001-??????,Pathariya,3.30601E+13,489602,2005-2006,Y,????? ??????,?????? ?????,Y,571,934.44,378,,N
33-??????,Jabalpur,06-??????,Shahpura,01-???????????,,00002-????????,,002-???????,Bhairoghat,3.30601E+13,489608,2005-2006,Y,????? ??????,?????? ?????,Y,490,652.68,278,,N
33-??????,Jabalpur,06-??????,Shahpura,01-???????????,,00003-???????,,003-???????,Samadpura,3.30601E+13,489604,2005-2006,Y,????? ??????,?????? ?????,Y,251,465.64,198,,N
33-??????,Jabalpur,06-??????,Shahpura,01-???????????,,00003-???????,,004-??????,Amakhoh,3.30601E+13,489605,2005-2006,Y,????? ??????,?????? ?????,Y,204,363.97,150,,N
33-??????,Jabalpur,06-??????,Shahpura,01-???????????,,00003-???????,,005-??????,Dhangawan,3.30601E+13,489603,2005-2006,Y,????? ??????,?????? ?????,Y,128,408.16,110,,N
33-??????,Jabalpur,06-??????,Shahpura,01-???????????,,00003-???????,,006-??????????,Gubarakhurd,3.30601E+13,489618,2005-2006,Y,????? ??????,?????? ?????,Y,181,199.1,163,,N
33-??????,Jabalpur,06-??????,Shahpura,01-???????????,,00004-????,,007-????,Khairi (Bhairoghat),3.30601E+13,489607,2005-2006,Y,????? ??????,?????? ?????,Y,310,256.62,219,,N
33-??????,Jabalpur,06-??????,Shahpura,01-???????????,,00004-????,,008-???????,Sunpura,3.30601E+13,489606,2005-2006,Y,????? ??????,?????? ?????,Y,195,214.53,134,,N
33-??????,Jabalpur,06-??????,Shahpura,01-???????????,,00004-????,,009-???????,Bamhori,3.30601E+13,489619,2005-2006,Y,????? ??????,?????? ?????,Y,267,224.57,205,,N
33-??????,Jabalpur,06-??????,Shahpura,01-???????????,,00005-????????,,010-????????,Hinotiya,3.30601E+13,489610,2005-2006,Y,????? ??????,?????? ?????,Y,797,805.55,513,,N
33-??????,Jabalpur,06-??????,Shahpura,01-???????????,,00005-????????,,011-???????,Kuwakheda,3.30601E+13,489651,2005-2006,Y,????? ??????,?????? ?????,Y,313,270.19,259,,N
33-??????,Jabalpur,06-??????,Shahpura,01-???????????,,00006-????????????,,012-??????? ???,Pipariya Kalan,3.30601E+13,489609,2005-2006,Y,????? ??????,?????? ?????,Y,2076,1568.86,1319,,N
33-??????,Jabalpur,06-??????,Shahpura,01-???????????,,00007-??????,,013-???????,Gundrai,3.30601E+13,489616,2005-2006,Y,????? ??????,?????? ?????,Y,590,329.27,366,,N
33-??????,Jabalpur,06-??????,Shahpura,01-???????????,,00007-??????,,014-?????,Jamkhar,3.30601E+13,489628,2005-2006,Y,????? ??????,?????? ?????,Y,242,265.07,178,,N
33-??????,Jabalpur,06-??????,Shahpura,01-???????????,,00008-?????????,,015-?????????,Gubra Kalan,3.30601E+13,489617,2005-2006,Y,????? ??????,?????? ?????,Y,813,827.33,476,,N
33-??????,Jabalpur,06-??????,Shahpura,01-???????????,,00009-????????,,016-????????,Saliwada,3.30601E+13,489614,2005-2006,Y,????? ??????,?????? ?????,Y,286,235.71,200,,N
33-??????,Jabalpur,06-??????,Shahpura,01-???????????,,00009-????????,,017-?????,Pindrai,3.30601E+13,489613,2005-2006,Y,????? ??????,?????? ?????,Y,407,481.41,276,,N
33-??????,Jabalpur,06-??????,Shahpura,01-???????????,,00009-????????,,018-???????,Jamuniya,3.30601E+13,489615,2005-2006,Y,????? ??????,?????? ?????,Y,424,288.08,295,,N
33-??????,Jabalpur,06-??????,Shahpura,01-???????????,,00009-????????,,019-????,Maili,3.30601E+13,489611,2005-2006,Y,????? ??????,?????? ?????,Y,315,347.78,207,,N
33-??????,Jabalpur,06-??????,Shahpura,01-???????????,,00009-????????,,020-???????,Biruhala,3.30601E+13,489612,2005-2006,Y,????? ??????,?????? ?????,Y,172,194,127,,N
33-??????,Jabalpur,06-??????,Shahpura,01-???????????,,00010-??????,,021-??????,Imaliya,3.30601E+13,489622,2005-2006,Y,????? ??????,?????? ?????,Y,202,273.88,164,,N
33-??????,Jabalpur,06-??????,Shahpura,01-???????????,,00010-??????,,022-???????,Barmhan,3.30601E+13,489620,2005-2006,Y,????? ??????,?????? ?????,Y,365,492.9,312,,N
33-??????,Jabalpur,06-??????,Shahpura,01-???????????,,00010-??????,,023-??????,Bijaura,3.30601E+13,489621,2005-2006,Y,????? ??????,?????? ?????,Y,168,251.15,122,,N
33-??????,Jabalpur,06-??????,Shahpura,01-???????????,,00010-??????,,024-????,Kunda,3.30601E+13,489624,2005-2006,Y,????? ??????,?????? ?????,Y,222,202.27,152,,N
33-??????,Jabalpur,06-??????,Shahpura,01-???????????,,00010-??????,,025-??????,Barkahar,3.30601E+13,489623,2005-2006,Y,????? ??????,?????? ?????,Y,323,645.98,322,,N
33-??????,Jabalpur,06-??????,Shahpura,01-???????????,,00011-?????,,026-?????,Kutri,3.30601E+13,489626,2005-2006,Y,????? ??????,?????? ?????,Y,397,518.55,306,,N
33-??????,Jabalpur,06-??????,Shahpura,01-???????????,,00011-?????,,027-???????,Mihgaon,3.30601E+13,363001,2005-2006,Y,????? ??????,?????? ?????,Y,148,153.48,136,,N
33-??????,Jabalpur,06-??????,Shahpura,01-???????????,,00012-???????,,028-???????,Belkheda,3.30601E+13,489629,2005-2006,Y,????? ??????,?????? ?????,Y,1621,1286.8,1011,,N
33-??????,Jabalpur,06-??????,Shahpura,01-???????????,,00013-?????,,029-??????,Basendi,3.30601E+13,489631,2005-2006,Y,????? ??????,?????? ?????,Y,797,673.33,416,,N
33-??????,Jabalpur,06-??????,Shahpura,01-???????????,,00013-?????,,030-?????,Rajola,3.30601E+13,489630,2005-2006,Y,????? ??????,?????? ?????,Y,360,377.15,236,,N
33-??????,Jabalpur,06-??????,Shahpura,01-???????????,,00014-????????,,031-????????,Meregaon,3.30601E+13,489632,2005-2006,Y,????? ??????,?????? ?????,Y,629,645.48,333,,N
33-??????,Jabalpur,06-??????,Shahpura,01-???????????,,00014-????????,,032-???????,Matapur,3.30601E+13,489633,2005-2006,Y,????? ??????,?????? ?????,Y,399,412.24,268,,N
33-??????,Jabalpur,06-??????,Shahpura,01-???????????,,00015-?????,,033-?????,Pawla,3.30601E+13,489635,2005-2006,Y,????? ??????,?????? ?????,Y,872,687.3,597,,N
33-??????,Jabalpur,06-??????,Shahpura,01-???????????,,00015-?????,,034-???????,Jugpura,3.30601E+13,489634,2005-2006,Y,????? ??????,?????? ?????,Y,223,181.84,177,,N
33-??????,Jabalpur,06-??????,Shahpura,01-???????????,,00016-???????,,035-???????,Belkhedi,3.30601E+13,489636,2005-2006,Y,????? ??????,?????? ?????,Y,712,663.75,531,,N
33-??????,Jabalpur,06-??????,Shahpura,01-???????????,,00017-????????????,,036-?????????????,Sundradehi,3.30601E+13,489639,2005-2006,Y,????? ??????,?????? ?????,Y,936,592.79,720,,N
33-??????,Jabalpur,06-??????,Shahpura,01-???????????,,00017-????????????,,037-??????,Singpur,3.30601E+13,489627,2005-2006,Y,????? ??????,?????? ?????,Y,375,411.6,296,,N
33-??????,Jabalpur,06-??????,Shahpura,01-???????????,,00018-???????,,038-???????,Matanpur,3.30601E+13,489641,2005-2006,Y,????? ??????,?????? ?????,Y,480,511.1,331,,N
33-??????,Jabalpur,06-??????,Shahpura,01-???????????,,00018-???????,,039-?????,Gokala,3.30601E+13,489638,2005-2006,Y,????? ??????,?????? ?????,Y,408,267.39,284,,N
33-??????,Jabalpur,06-??????,Shahpura,01-???????????,,00018-???????,,040-??????????,Biharipura,3.30601E+13,489640,2005-2006,Y,????? ??????,?????? ?????,Y,308,302.91,231,,N
33-??????,Jabalpur,06-??????,Shahpura,01-???????????,,00019-????????,,041-???? ????,Kuda Kalan,3.30601E+13,489642,2005-2006,Y,????? ??????,?????? ?????,Y,1134,935.08,784,,N
33-??????,Jabalpur,06-??????,Shahpura,01-???????????,,00019-????????,,042-?????,Barbati,3.30601E+13,489637,2005-2006,Y,????? ??????,?????? ?????,Y,866,874.65,597,,N
33-??????,Jabalpur,06-??????,Shahpura,01-???????????,,00020-????,,043-????,Jhalon,3.30601E+13,489643,2005-2006,Y,????? ??????,?????? ?????,Y,550,611.43,454,,N
33-??????,Jabalpur,06-??????,Shahpura,01-???????????,,00021-??????,,044-??????,Sunachar,3.30601E+13,489644,2005-2006,Y,????? ??????,?????? ?????,Y,1681,1346.92,1106,,N
33-??????,Jabalpur,06-??????,Shahpura,01-???????????,,00022-??????,,045-??????,Mankendi,3.30601E+13,489645,2005-2006,Y,????? ??????,?????? ?????,Y,1220,865.96,759,,N
33-??????,Jabalpur,06-??????,Shahpura,01-???????????,,00023-??????,,046-??????,Karhaiya,3.30601E+13,489648,2005-2006,Y,????? ??????,?????? ?????,Y,658,387.38,534,,N
33-??????,Jabalpur,06-??????,Shahpura,01-???????????,,00023-??????,,047-????,Bharda,3.30601E+13,489650,2005-2006,Y,????? ??????,?????? ?????,Y,159,160.62,136,,N
33-??????,Jabalpur,06-??????,Shahpura,01-???????????,,00023-??????,,048-???????,Kiwlari,3.30601E+13,489649,2005-2006,Y,????? ??????,?????? ?????,Y,251,282.68,206,,N
33-??????,Jabalpur,06-??????,Shahpura,01-???????????,,00023-??????,,049-?????,Kunda,3.30601E+13,489647,2005-2006,Y,????? ??????,?????? ?????,Y,241,126.75,203,,N
33-??????,Jabalpur,06-??????,Shahpura,01-???????????,,00024-?????,,050-?????,Kushli (Mankendi),3.30601E+13,489646,2005-2006,Y,????? ??????,?????? ?????,Y,903,554.83,633,,N
33-??????,Jabalpur,06-??????,Shahpura,01-???????????,,00025-?????? ????,,051-??????,Charguwan (Akauna),3.30601E+13,489384,2005-2006,Y,????? ??????,?????? ?????,Y,569,438.53,418,,N
33-??????,Jabalpur,06-??????,Shahpura,01-???????????,,00025-?????? ????,,052-???? ???????,Jhurai Pipariya,3.30601E+13,489657,2005-2006,Y,????? ??????,?????? ?????,Y,624,528.93,477,,N
33-??????,Jabalpur,06-??????,Shahpura,01-???????????,,00026-?????,,053-?????,Kusmi,3.30601E+13,489655,2005-2006,Y,????? ??????,?????? ?????,Y,329,271.99,244,,N
33-??????,Jabalpur,06-??????,Shahpura,01-???????????,,00026-?????,,054-??????,Matwara,3.30601E+13,489658,2005-2006,Y,????? ??????,?????? ?????,Y,584,525.82,411,,N
33-??????,Jabalpur,06-??????,Shahpura,01-???????????,,00026-?????,,055-???????,Neemkheda,3.30601E+13,489685,2005-2006,Y,????? ??????,?????? ?????,Y,593,493.54,421,,N
33-??????,Jabalpur,06-??????,Shahpura,01-???????????,,00027-??????,,056-??????,Imaliya,3.30601E+13,489653,2005-2006,Y,????? ??????,?????? ?????,Y,392,253.14,267,,N
33-??????,Jabalpur,06-??????,Shahpura,01-???????????,,00027-??????,,057-???????,Lamheta,3.30601E+13,489664,2005-2006,Y,????? ??????,?????? ?????,Y,242,115.92,210,,N
33-??????,Jabalpur,06-??????,Shahpura,01-???????????,,00027-??????,,058-????????,Manegaon,3.30601E+13,489652,2005-2006,Y,????? ??????,?????? ?????,Y,296,251.48,188,,N
33-??????,Jabalpur,06-??????,Shahpura,01-???????????,,00027-??????,,059-????,Khairi,3.30601E+13,489656,2005-2006,Y,????? ??????,?????? ?????,Y,266,226.69,176,,N
33-??????,Jabalpur,06-??????,Shahpura,01-???????????,,00028-??????,,060-??????,Umariya,3.30601E+13,489662,2005-2006,Y,????? ??????,?????? ?????,Y,241,152.95,179,,N
33-??????,Jabalpur,06-??????,Shahpura,01-???????????,,00028-??????,,061-?????,Katila,3.30601E+13,489659,2005-2006,Y,????? ??????,?????? ?????,Y,360,324.81,252,,N
33-??????,Jabalpur,06-??????,Shahpura,01-???????????,,00028-??????,,062-??????,Manguwan,3.30601E+13,489663,2005-2006,Y,????? ??????,?????? ?????,Y,347,256.93,275,,N
33-??????,Jabalpur,06-??????,Shahpura,01-???????????,,00028-??????,,063-????,Raini,3.30601E+13,489661,2005-2006,Y,????? ??????,?????? ?????,Y,469,309.42,319,,N
33-??????,Jabalpur,06-??????,Shahpura,01-???????????,,00029-????,,064-????,Phular,3.30601E+13,489660,2005-2006,Y,????? ??????,?????? ?????,Y,995,699.92,662,,N
33-??????,Jabalpur,06-??????,Shahpura,02-??????,,00030-????,,065-????,Bhita (Karondi),3.30602E+13,489466,2005-2006,Y,????? ??????,?????? ?????,Y,1187,903.55,752,,N
33-??????,Jabalpur,06-??????,Shahpura,02-??????,,00031-????,,066-????,Surai,3.30602E+13,489669,2005-2006,Y,????? ??????,?????? ?????,Y,234,259.55,178,,N
33-??????,Jabalpur,06-??????,Shahpura,02-??????,,00031-????,,067-??????,Ahrora,3.30602E+13,489672,2005-2006,Y,????? ??????,?????? ?????,Y,222,115.56,155,,N
33-??????,Jabalpur,06-??????,Shahpura,02-??????,,00031-????,,068-?????????,Karhaiya Kalan,3.30602E+13,489673,2005-2006,Y,????? ??????,?????? ?????,Y,146,102.52,95,,N
33-??????,Jabalpur,06-??????,Shahpura,02-??????,,00031-????,,069-?????,Agasi,3.30602E+13,489668,2005-2006,Y,????? ??????,?????? ?????,Y,130,128.62,114,,N
33-??????,Jabalpur,06-??????,Shahpura,02-??????,,00031-????,,070-????,Dobhi,3.30602E+13,489678,2005-2006,Y,????? ??????,?????? ?????,Y,370,307.42,257,,N
33-??????,Jabalpur,06-??????,Shahpura,02-??????,,00032-???? ??????,,071-???? ??????,Sagda Mihagawan,3.30602E+13,489665,2005-2006,Y,????? ??????,?????? ?????,Y,400,289.35,311,,N
33-??????,Jabalpur,06-??????,Shahpura,02-??????,,00032-???? ??????,,072-????,Bargi,3.30602E+13,489671,2005-2006,Y,????? ??????,?????? ?????,Y,228,150.43,204,,N
33-??????,Jabalpur,06-??????,Shahpura,02-??????,,00032-???? ??????,,073-??? ????,Ganj Katanga,3.30602E+13,489683,2005-2006,Y,????? ??????,?????? ?????,Y,465,279.63,310,,N
33-??????,Jabalpur,06-??????,Shahpura,02-??????,,00032-???? ??????,,074-????,Looti,3.30602E+13,489667,2005-2006,Y,????? ??????,?????? ?????,Y,225,154.56,212,,N
33-??????,Jabalpur,06-??????,Shahpura,02-??????,,00032-???? ??????,,075-????,Barha,3.30602E+13,489666,2005-2006,Y,????? ??????,?????? ?????,Y,84,60.41,70,,N
33-??????,Jabalpur,06-??????,Shahpura,02-??????,,00033-????? ???????,,076-????? ???????,Kanwas Pipariya,3.30602E+13,489677,2005-2006,Y,????? ??????,?????? ?????,Y,627,422.62,500,,N
33-??????,Jabalpur,06-??????,Shahpura,02-??????,,00033-????? ???????,,077-????,Khapra,3.30602E+13,489674,2005-2006,Y,????? ??????,?????? ?????,Y,282,232.67,210,,N
33-??????,Jabalpur,06-??????,Shahpura,02-??????,,00033-????? ???????,,078-?????,Tikri,3.30602E+13,489676,2005-2006,Y,????? ??????,?????? ?????,Y,155,71.45,111,,N
33-??????,Jabalpur,06-??????,Shahpura,02-??????,,00033-????? ???????,,079-????????,Raiya Kheda,3.30602E+13,489675,2005-2006,Y,????? ??????,?????? ?????,Y,246,204.14,167,,N
33-??????,Jabalpur,06-??????,Shahpura,02-??????,,00034-??????,,080-??????,Natwara,3.30602E+13,489682,2005-2006,Y,????? ??????,?????? ?????,Y,1208,908.52,852,,N
33-??????,Jabalpur,06-??????,Shahpura,02-??????,,00034-??????,,081-??????,Mudiya,3.30602E+13,489680,2005-2006,Y,????? ??????,?????? ?????,Y,231,215.64,210,,N
33-??????,Jabalpur,06-??????,Shahpura,02-??????,,00034-??????,,082-??????,Suhajani,3.30602E+13,489679,2005-2006,Y,????? ??????,?????? ?????,Y,112,141.42,106,,N
33-??????,Jabalpur,06-??????,Shahpura,02-??????,,00034-??????,,083-????????,Bamhanoda,3.30602E+13,489681,2005-2006,Y,????? ??????,?????? ?????,Y,307,185.05,260,,N
33-??????,Jabalpur,06-??????,Shahpura,02-??????,,00035-????????,,084-????????,Ramkhiriya,3.30602E+13,489684,2005-2006,Y,????? ??????,?????? ?????,Y,1254,1063.81,934,,N
33-??????,Jabalpur,06-??????,Shahpura,02-??????,,00036-???????,,085-???????,Bilpathar,3.30602E+13,489686,2005-2006,Y,????? ??????,?????? ?????,Y,318,329.53,228,,N
33-??????,Jabalpur,06-??????,Shahpura,02-??????,,00036-???????,,086-????????,Dhimarjhojhi,3.30602E+13,489687,2005-2006,Y,????? ??????,?????? ?????,Y,252,215.67,207,,N
33-??????,Jabalpur,06-??????,Shahpura,02-??????,,00036-???????,,087-????????,Nachan Kheda,3.30602E+13,489688,2005-2006,Y,????? ??????,?????? ?????,Y,220,183.63,169,,N
33-??????,Jabalpur,06-??????,Shahpura,02-??????,,00037-??????,,088-??????,Shahpur Burhanpur,3.30602E+13,802359,2005-2006,Y,??? ?????,?????? ?????,Y,673,114.45,230,,N
33-??????,Jabalpur,06-??????,Shahpura,02-??????,,00037-??????,,089-??????,Bhitoni,3.30602E+13,363002,2005-2006,Y,??? ?????,?????? ?????,Y,994,98.83,111,,N
33-??????,Jabalpur,06-??????,Shahpura,02-??????,,00037-??????,,090-????,Khairee,3.30602E+13,916510,2005-2006,Y,??? ?????,?????? ?????,Y,1101,89.79,142,,N
33-??????,Jabalpur,06-??????,Shahpura,02-??????,,00037-??????,,091-?????,Kaithra,3.30602E+13,363003,2005-2006,Y,??? ?????,?????? ?????,Y,469,264.56,283,,N
33-??????,Jabalpur,06-??????,Shahpura,02-??????,,00037-??????,,092-???????,Bilkharwa,3.30602E+13,363004,2005-2006,Y,??? ?????,?????? ?????,Y,341,117.4,214,,N
33-??????,Jabalpur,06-??????,Shahpura,02-??????,,00038-????,,093-????,Noni,3.30602E+13,489696,2005-2006,Y,????? ??????,?????? ?????,Y,276,185.9,194,,N
33-??????,Jabalpur,06-??????,Shahpura,02-??????,,00038-????,,094-???????,Bhadarwara,3.30602E+13,489694,2005-2006,Y,????? ??????,?????? ?????,Y,198,138.33,142,,N
33-??????,Jabalpur,06-??????,Shahpura,02-??????,,00038-????,,095-??????,Khamdehi,3.30602E+13,489695,2005-2006,Y,????? ??????,?????? ?????,Y,168,106.37,125,,N
33-??????,Jabalpur,06-??????,Shahpura,02-??????,,00039-???????,,096-???????,Ghunsaur,3.30602E+13,489691,2005-2006,Y,????? ??????,?????? ?????,Y,1188,941.3,775,,N
33-??????,Jabalpur,06-??????,Shahpura,02-??????,,00039-???????,,097-????,Pondi (Phatak),3.30602E+13,489690,2005-2006,Y,????? ??????,?????? ?????,Y,181,145.09,155,,N
33-??????,Jabalpur,06-??????,Shahpura,02-??????,,00039-???????,,098-??????,Dighauri,3.30602E+13,489693,2005-2006,Y,????? ??????,?????? ?????,Y,239,236.62,175,,N
33-??????,Jabalpur,06-??????,Shahpura,02-??????,,00040-???????,,099-???????,Jamuniya (Jwab),3.30602E+13,489698,2005-2006,Y,????? ??????,?????? ?????,Y,488,271.17,320,,N
33-??????,Jabalpur,06-??????,Shahpura,02-??????,,00040-???????,,100-?????,Jwab,3.30602E+13,489699,2005-2006,Y,????? ??????,?????? ?????,Y,491,257.64,359,,N
33-??????,Jabalpur,06-??????,Shahpura,02-??????,,00041-?????,,101-?????,Kainthra,3.30602E+13,489701,2005-2006,Y,????? ??????,?????? ?????,Y,248,178.4,167,,N
33-??????,Jabalpur,06-??????,Shahpura,02-??????,,00041-?????,,102-?????????,Ishwar Kheda,3.30602E+13,489697,2005-2006,Y,????? ??????,?????? ?????,Y,278,195.11,193,,N
33-??????,Jabalpur,06-??????,Shahpura,02-??????,,00041-?????,,103-?????,Katangi,3.30602E+13,489703,2005-2006,Y,????? ??????,?????? ?????,Y,433,322.06,259,,N
33-??????,Jabalpur,06-??????,Shahpura,02-??????,,00042-??????????,,104-??????????,Gadar Pipariya,3.30602E+13,489700,2005-2006,Y,????? ??????,?????? ?????,Y,913,511.44,539,,N
33-??????,Jabalpur,06-??????,Shahpura,02-??????,,00043-????,,105-????,Lami,3.30602E+13,489702,2005-2006,Y,????? ??????,?????? ?????,Y,278,118.89,210,,N
33-??????,Jabalpur,06-??????,Shahpura,02-??????,,00043-????,,106-???????,Tilwara,3.30602E+13,489708,2005-2006,Y,????? ??????,?????? ?????,Y,103,195.8,99,,N
33-??????,Jabalpur,06-??????,Shahpura,02-??????,,00043-????,,107-?????,Majitha,3.30602E+13,489707,2005-2006,Y,????? ??????,?????? ?????,Y,509,404.66,455,,N
33-??????,Jabalpur,06-??????,Shahpura,02-??????,,00043-????,,108-???????,Neemkheda,3.30602E+13,489706,2005-2006,Y,????? ??????,?????? ?????,Y,74,122.81,69,,N
33-??????,Jabalpur,06-??????,Shahpura,02-??????,,00043-????,,109-??????,Khamhariya,3.30602E+13,489705,2005-2006,Y,????? ??????,?????? ?????,Y,121,177.62,102,,N
33-??????,Jabalpur,06-??????,Shahpura,02-??????,,00043-????,,110-???????,Manguwan,3.30602E+13,489704,2005-2006,Y,????? ??????,?????? ?????,Y,11,24.11,13,,N
33-??????,Jabalpur,06-??????,Shahpura,02-??????,,00044-??????,,111-??????,Sihoda,3.30602E+13,489709,2005-2006,Y,??? ????? (????? ???????),?????? ?????,Y,640,426.58,532,,N
33-??????,Jabalpur,06-??????,Shahpura,02-??????,,00044-??????,,112-??????,Didhaura (Basiya),3.30602E+13,489451,2005-2006,Y,????? ??????,?????? ?????,Y,235,261.57,212,,N
33-??????,Jabalpur,06-??????,Shahpura,02-??????,,00045-????,,113-????,Kudan,3.30602E+13,489712,2005-2006,Y,??? ????? (????? ???????),?????? ?????,Y,390,131.29,269,,N
33-??????,Jabalpur,06-??????,Shahpura,02-??????,,00045-????,,114-??????,Jhinna,3.30602E+13,489711,2005-2006,Y,??? ????? (????? ???????),?????? ?????,Y,475,51.84,176,,N
33-??????,Jabalpur,06-??????,Shahpura,02-??????,,00046-??????,,115-??????,Bilha,3.30602E+13,489713,2005-2006,Y,??? ????? (????? ???????),?????? ?????,Y,647,363.66,282,,N
33-??????,Jabalpur,06-??????,Shahpura,02-??????,,00047-???????,,116-???????,Bilkharwa,3.30602E+13,489715,2005-2006,Y,??? ????? (????? ???????),?????? ?????,Y,265,199.49,239,,N
33-??????,Jabalpur,06-??????,Shahpura,02-??????,,00047-???????,,117-????,Bhita,3.30602E+13,489714,2005-2006,Y,??? ????? (????? ???????),?????? ?????,Y,699,372.45,348,,N
33-??????,Jabalpur,06-??????,Shahpura,02-??????,,00048-???????????,,118-??????? ????,Hirapur Banda,3.30602E+13,489716,2005-2006,Y,????? ??????,?????? ?????,Y,437,311.74,319,,N
33-??????,Jabalpur,06-??????,Shahpura,02-??????,,00048-???????????,,119-???????,Dharampura,3.30602E+13,489718,2005-2006,Y,????? ??????,?????? ?????,Y,607,503.29,483,,N
33-??????,Jabalpur,06-??????,Shahpura,02-??????,,00048-???????????,,120-????,Kheri,3.30602E+13,363005,2005-2006,Y,????? ??????,?????? ?????,Y,558,450.12,308,,N
33-??????,Jabalpur,06-??????,Shahpura,02-??????,,00049-??????,,121-??????,Sahajpur,3.30602E+13,489719,2005-2006,Y,????? ??????,?????? ?????,Y,852,400.15,436,,N
33-??????,Jabalpur,06-??????,Shahpura,02-??????,,00050-??????,,122-??????,Badkheda,3.30602E+13,489720,2005-2006,Y,????? ??????,?????? ?????,Y,331,233.54,239,,N
33-??????,Jabalpur,06-??????,Shahpura,02-??????,,00050-??????,,123-??????,Parsiya,3.30602E+13,489722,2005-2006,Y,????? ??????,?????? ?????,Y,156,164.72,97,,N
33-??????,Jabalpur,06-??????,Shahpura,02-??????,,00050-??????,,124-?????,Pondi (Sahajpur),3.30602E+13,489721,2005-2006,Y,????? ??????,?????? ?????,Y,255,143.69,151,,N
33-??????,Jabalpur,06-??????,Shahpura,02-??????,,00051-??????,,125-??????,Kisrod,3.30602E+13,489723,2005-2006,Y,????? ??????,?????? ?????,Y,634,410.02,394,,N
33-??????,Jabalpur,06-??????,Shahpura,02-??????,,00051-??????,,126-?????,Tipra,3.30602E+13,489692,2005-2006,Y,????? ??????,?????? ?????,Y,207,182.64,167,,N
33-??????,Jabalpur,06-??????,Shahpura,02-??????,,00052-????????,,127-???????,Magarmuna,3.30602E+13,489724,2005-2006,Y,????? ??????,?????? ?????,Y,2356,1358.74,1455,,N
33-??????,Jabalpur,06-??????,Shahpura,02-??????,,00052-????????,,128-?????? ???????,Ramghat Pipariya,3.30602E+13,489725,2005-2006,Y,????? ??????,?????? ?????,Y,303,248.8,214,,N
33-??????,Jabalpur,06-??????,Shahpura,02-??????,,00053-????,,129-????,Bhamki,3.30602E+13,489727,2005-2006,Y,????? ??????,?????? ?????,Y,766,359.92,431,,N
33-??????,Jabalpur,06-??????,Shahpura,02-??????,,00053-????,,130-????? ????,Khirka Kheda,3.30602E+13,489726,2005-2006,Y,????? ??????,?????? ?????,Y,369,274.03,279,,N
33-??????,Jabalpur,06-??????,Shahpura,02-??????,,00054-????,,131-????,Chhaprat,3.30602E+13,489729,2005-2006,Y,????? ??????,?????? ?????,Y,919,624.24,660,,N
33-??????,Jabalpur,06-??????,Shahpura,02-??????,,00054-????,,132-?????,Kulon,3.30602E+13,489730,2005-2006,Y,????? ??????,?????? ?????,Y,518,476.65,319,,N
33-??????,Jabalpur,06-??????,Shahpura,02-??????,,00054-????,,133-????,Bhamka,3.30602E+13,489728,2005-2006,Y,????? ??????,?????? ?????,Y,492,354.85,321,,N
33-??????,Jabalpur,06-??????,Shahpura,02-??????,,00055-???????,,134-???????,Malkachhar,3.30602E+13,489731,2005-2006,Y,????? ??????,?????? ?????,Y,459,285.84,263,,N
33-??????,Jabalpur,06-??????,Shahpura,02-??????,,00055-???????,,135-???????,Sheetalpur,3.30602E+13,489732,2005-2006,Y,????? ??????,?????? ?????,Y,315,196.44,241,,N
33-??????,Jabalpur,06-??????,Shahpura,02-??????,,00055-???????,,136-????,Jhojhi,3.30602E+13,489689,2005-2006,Y,????? ??????,?????? ?????,Y,482,331.23,316,,N
33-??????,Jabalpur,06-??????,Shahpura,03-??????,,00056-???????,,137-???????,Ahmadpur,3.30603E+13,489735,2005-2006,Y,????? ??????,?????? ?????,Y,573,176.29,356,,N
